lnc_id,lnc_chr,lnc_start,lnc_end,lnc_strand,gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,orientation
bowtie_circ_003168,Pf3D7_10_v3,716156,716276,+,PF3D7_1017900,NA,Pf3D7_10_v3,715878,717437,+,sense
bowtie_circ_001211,Pf3D7_10_v3,716276,716376,+,PF3D7_1017900,NA,Pf3D7_10_v3,715878,717437,+,sense
bowtie_circ_002022,Pf3D7_10_v3,727098,727245,-,PF3D7_1018200,NA,Pf3D7_10_v3,721734,728331,-,sense
bowtie_circ_000902,Pf3D7_10_v3,747746,747977,-,PF3D7_1018700,NA,Pf3D7_10_v3,747028,748887,+,antisense
bowtie_circ_004593,Pf3D7_10_v3,758000,758215,+,PF3D7_1019000,NA,Pf3D7_10_v3,757795,765158,+,sense
bowtie_circ_002108,Pf3D7_10_v3,802766,802874,-,PF3D7_1019700,NA,Pf3D7_10_v3,800278,803502,-,sense
Pf3D7lncRNA_1239,Pf3D7_10_v3,811386,813295,+,PF3D7_1020000,NA,Pf3D7_10_v3,811106,813484,-,antisense
bowtie_circ_002958,Pf3D7_10_v3,811678,812147,-,PF3D7_1020000,NA,Pf3D7_10_v3,811106,813484,-,sense
bowtie_circ_001816,Pf3D7_10_v3,811678,812572,-,PF3D7_1020000,NA,Pf3D7_10_v3,811106,813484,-,sense
TCONS_00004620,Pf3D7_10_v3,811991,812745,+,PF3D7_1020000,NA,Pf3D7_10_v3,811106,813484,-,antisense
bowtie_circ_004703,Pf3D7_10_v3,812336,812553,+,PF3D7_1020000,NA,Pf3D7_10_v3,811106,813484,-,antisense
bowtie_circ_005421,Pf3D7_10_v3,845293,845881,-,PF3D7_1020900,NA,Pf3D7_10_v3,845086,846192,-,sense
bowtie_circ_003005,Pf3D7_10_v3,878801,879006,-,PF3D7_1021700,NA,Pf3D7_10_v3,873208,894869,-,sense
bowtie_circ_001112,Pf3D7_10_v3,884866,885067,-,PF3D7_1021700,NA,Pf3D7_10_v3,873208,894869,-,sense
bowtie_circ_002817,Pf3D7_10_v3,889415,889586,-,PF3D7_1021700,NA,Pf3D7_10_v3,873208,894869,-,sense
bowtie_circ_001152,Pf3D7_10_v3,889460,889694,-,PF3D7_1021700,NA,Pf3D7_10_v3,873208,894869,-,sense
bowtie_circ_001956,Pf3D7_10_v3,892214,892325,-,PF3D7_1021700,NA,Pf3D7_10_v3,873208,894869,-,sense
bowtie_circ_001709,Pf3D7_10_v3,920722,920827,+,PF3D7_1022000,NA,Pf3D7_10_v3,919772,924213,+,sense
bowtie_circ_004229,Pf3D7_10_v3,920722,920875,+,PF3D7_1022000,NA,Pf3D7_10_v3,919772,924213,+,sense
Pf3D7lncRNA_1252,Pf3D7_10_v3,926952,928633,+,PF3D7_1022200,NA,Pf3D7_10_v3,926831,929020,-,antisense
bowtie_circ_002378,Pf3D7_10_v3,987662,987826,-,PF3D7_1023600,NA,Pf3D7_10_v3,987358,990148,-,sense
bowtie_circ_005206,Pf3D7_10_v3,998424,998527,-,PF3D7_1023900,NA,Pf3D7_10_v3,997475,1007461,-,sense
bowtie_circ_002742,Pf3D7_10_v3,998434,998546,-,PF3D7_1023900,NA,Pf3D7_10_v3,997475,1007461,-,sense
bowtie_circ_000289,Pf3D7_10_v3,999870,999970,-,PF3D7_1023900,NA,Pf3D7_10_v3,997475,1007461,-,sense
bowtie_circ_002128,Pf3D7_10_v3,1004377,1004482,-,PF3D7_1023900,NA,Pf3D7_10_v3,997475,1007461,-,sense
bowtie_circ_005670,Pf3D7_10_v3,1027742,1027859,-,PF3D7_1024600,NA,Pf3D7_10_v3,1027128,1029367,-,sense
bowtie_circ_002344,Pf3D7_10_v3,1035111,1035294,+,PF3D7_1024800,NA,Pf3D7_10_v3,1034685,1039079,+,sense
bowtie_circ_005055,Pf3D7_10_v3,1046897,1047005,-,PF3D7_1025000,NA,Pf3D7_10_v3,1045608,1049760,-,sense
bowtie_circ_003751,Pf3D7_10_v3,1048199,1049464,-,PF3D7_1025000,NA,Pf3D7_10_v3,1045608,1049760,-,sense
bowtie_circ_005454,Pf3D7_10_v3,1062726,1062870,+,PF3D7_1025400,NA,Pf3D7_10_v3,1061399,1067085,-,antisense
bowtie_circ_002822,Pf3D7_10_v3,1065366,1066539,-,PF3D7_1025400,NA,Pf3D7_10_v3,1061399,1067085,-,sense
Pf3D7lncRNA_1263,Pf3D7_10_v3,1079630,1080581,+,PF3D7_1025500,NA,Pf3D7_10_v3,1067652,1086992,-,antisense
bowtie_circ_000186,Pf3D7_10_v3,1093121,1093249,-,PF3D7_1025900,NA,Pf3D7_10_v3,1091436,1097277,-,sense
bowtie_circ_002168,Pf3D7_10_v3,1116577,1116778,-,PF3D7_1026600,NA,Pf3D7_10_v3,1113495,1118573,-,sense
bowtie_circ_002187,Pf3D7_10_v3,1118209,1118365,-,PF3D7_1026600,NA,Pf3D7_10_v3,1113495,1118573,-,sense
bowtie_circ_003042,Pf3D7_10_v3,1140654,1140834,+,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,antisense
bowtie_circ_004459,Pf3D7_10_v3,1140917,1141054,-,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,sense
bowtie_circ_003131,Pf3D7_10_v3,1140917,1141097,-,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,sense
bowtie_circ_001885,Pf3D7_10_v3,1141172,1141286,-,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,sense
bowtie_circ_003024,Pf3D7_10_v3,1141178,1141286,-,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,sense
bowtie_circ_005381,Pf3D7_10_v3,1141184,1141286,-,PF3D7_1027300,NA,Pf3D7_10_v3,1140589,1142602,-,sense
bowtie_circ_002215,Pf3D7_10_v3,1146588,1146703,-,PF3D7_1027400,NA,Pf3D7_10_v3,1145823,1146795,-,sense
bowtie_circ_002337,Pf3D7_10_v3,1153629,1153730,-,PF3D7_1027800,NA,Pf3D7_10_v3,1153271,1154431,-,sense
bowtie_circ_005204,Pf3D7_10_v3,1153629,1153758,-,PF3D7_1027800,NA,Pf3D7_10_v3,1153271,1154431,-,sense
TCONS_00005057,Pf3D7_10_v3,1157237,1158818,-,PF3D7_1027900,NA,Pf3D7_10_v3,1156648,1158980,+,antisense
bowtie_circ_000806,Pf3D7_10_v3,1162972,1163113,+,PF3D7_1028000,NA,Pf3D7_10_v3,1160031,1163421,+,sense
bowtie_circ_000876,Pf3D7_10_v3,1168047,1168279,-,PF3D7_1028300,NA,Pf3D7_10_v3,1168010,1168957,-,sense
bowtie_circ_004156,Pf3D7_10_v3,1168067,1168187,+,PF3D7_1028300,NA,Pf3D7_10_v3,1168010,1168957,-,antisense
bowtie_circ_002495,Pf3D7_10_v3,1176715,1177171,-,PF3D7_1028600,NA,Pf3D7_10_v3,1176461,1177849,-,sense
bowtie_circ_002395,Pf3D7_10_v3,1181901,1182006,+,PF3D7_1028700,NA,Pf3D7_10_v3,1181005,1182501,+,sense
bowtie_circ_003435,Pf3D7_10_v3,1194778,1195001,+,PF3D7_1029100,NA,Pf3D7_10_v3,1190426,1195016,+,sense
bowtie_circ_004934,Pf3D7_10_v3,1195749,1195944,+,PF3D7_1029200,NA,Pf3D7_10_v3,1195677,1197344,+,sense
bowtie_circ_005751,Pf3D7_10_v3,1231525,1231627,-,PF3D7_1030200,NA,Pf3D7_10_v3,1230561,1231913,-,sense
bowtie_circ_005090,Pf3D7_10_v3,1257936,1258095,+,PF3D7_1031200,NA,Pf3D7_10_v3,1257384,1258478,+,sense
Pf3D7lncRNA_1283,Pf3D7_10_v3,1262330,1262943,-,PF3D7_1031300,NA,Pf3D7_10_v3,1260310,1263069,+,antisense
bowtie_circ_004691,Pf3D7_10_v3,1265713,1265974,+,PF3D7_1031400,NA,Pf3D7_10_v3,1265079,1268785,+,sense
bowtie_circ_000807,Pf3D7_10_v3,1272269,1272733,+,PF3D7_1031500,NA,Pf3D7_10_v3,1270528,1274144,+,sense
Pf3D7lncRNA_1288,Pf3D7_10_v3,1296660,1296899,-,PF3D7_1032100,NA,Pf3D7_10_v3,1293499,1297071,+,antisense
bowtie_circ_002549,Pf3D7_10_v3,1299931,1300109,+,PF3D7_1032300,NA,Pf3D7_10_v3,1299794,1302409,+,sense
bowtie_circ_001851,Pf3D7_10_v3,1313586,1313721,-,PF3D7_1032800,NA,Pf3D7_10_v3,1313255,1314721,-,sense
bowtie_circ_000739,Pf3D7_10_v3,1326147,1326330,-,PF3D7_1033100,NA,Pf3D7_10_v3,1324132,1328436,-,sense
bowtie_circ_002728,Pf3D7_10_v3,1326738,1326897,-,PF3D7_1033100,NA,Pf3D7_10_v3,1324132,1328436,-,sense
bowtie_circ_001249,Pf3D7_10_v3,1327375,1327594,+,PF3D7_1033100,NA,Pf3D7_10_v3,1324132,1328436,-,antisense
bowtie_circ_003900,Pf3D7_10_v3,1339921,1340056,+,PF3D7_1033400,NA,Pf3D7_10_v3,1339762,1340628,+,sense
bowtie_circ_003682,Pf3D7_10_v3,1346754,1346875,-,PF3D7_1033600,NA,Pf3D7_10_v3,1344150,1346897,-,sense
bowtie_circ_001502,Pf3D7_10_v3,1359987,1360091,+,PF3D7_1034000,NA,Pf3D7_10_v3,1359318,1361309,-,antisense
bowtie_circ_002704,Pf3D7_10_v3,1375134,1375845,+,PF3D7_1034500,NA,Pf3D7_10_v3,1370731,1376131,+,sense
bowtie_circ_003469,Pf3D7_10_v3,1400695,1400800,+,PF3D7_1035300,NA,Pf3D7_10_v3,1399195,1402896,+,sense
bowtie_circ_005756,Pf3D7_10_v3,1400920,1401055,+,PF3D7_1035300,NA,Pf3D7_10_v3,1399195,1402896,+,sense
bowtie_circ_001811,Pf3D7_10_v3,1400950,1401115,+,PF3D7_1035300,NA,Pf3D7_10_v3,1399195,1402896,+,sense
bowtie_circ_003176,Pf3D7_10_v3,1400988,1401168,+,PF3D7_1035300,NA,Pf3D7_10_v3,1399195,1402896,+,sense
bowtie_circ_000797,Pf3D7_10_v3,1402570,1402786,-,PF3D7_1035300,NA,Pf3D7_10_v3,1399195,1402896,+,antisense
bowtie_circ_005490,Pf3D7_10_v3,1408029,1408215,+,PF3D7_1035500,NA,Pf3D7_10_v3,1407276,1408391,+,sense
bowtie_circ_000860,Pf3D7_10_v3,1421568,1421679,+,PF3D7_1035800,NA,Pf3D7_10_v3,1420533,1422671,+,sense
bowtie_circ_005774,Pf3D7_10_v3,1424310,1424445,-,PF3D7_1035900,NA,Pf3D7_10_v3,1423983,1425683,+,antisense
bowtie_circ_003092,Pf3D7_10_v3,1424310,1424457,-,PF3D7_1035900,NA,Pf3D7_10_v3,1423983,1425683,+,antisense
bowtie_circ_000290,Pf3D7_10_v3,1425165,1425402,+,PF3D7_1035900,NA,Pf3D7_10_v3,1423983,1425683,+,sense
bowtie_circ_004066,Pf3D7_10_v3,1425330,1425486,+,PF3D7_1035900,NA,Pf3D7_10_v3,1423983,1425683,+,sense
bowtie_circ_004927,Pf3D7_10_v3,1425378,1425486,+,PF3D7_1035900,NA,Pf3D7_10_v3,1423983,1425683,+,sense
bowtie_circ_000482,Pf3D7_10_v3,1442647,1442935,+,PF3D7_1036500,NA,Pf3D7_10_v3,1441901,1443568,+,sense
bowtie_circ_004146,Pf3D7_10_v3,1449548,1450488,-,PF3D7_1036800,NA,Pf3D7_10_v3,1448692,1451646,-,sense
bowtie_circ_001690,Pf3D7_10_v3,1455377,1455503,-,PF3D7_1036900,NA,Pf3D7_10_v3,1452599,1458006,-,sense
bowtie_circ_004997,Pf3D7_10_v3,1457144,1457246,-,PF3D7_1036900,NA,Pf3D7_10_v3,1452599,1458006,-,sense
bowtie_circ_000210,Pf3D7_10_v3,1478103,1478397,-,PF3D7_1037300,NA,Pf3D7_10_v3,1477940,1478845,-,sense
bowtie_circ_000939,Pf3D7_10_v3,1569059,1571519,+,PF3D7_1039000,NA,Pf3D7_10_v3,1568709,1571815,+,sense
Pf3D7lncRNA_1327,Pf3D7_10_v3,1643919,1644502,+,PF3D7_1041300,NA,Pf3D7_10_v3,1642401,1649948,-,antisense
TCONS_00004790,Pf3D7_10_v3,1644413,1646647,+,PF3D7_1041300,NA,Pf3D7_10_v3,1642401,1649948,-,antisense
TCONS_00005583,Pf3D7_11_v3,28156,29504,-,PF3D7_1100100,NA,Pf3D7_11_v3,24160,31598,+,antisense
Pf3D7lncRNA_1328,Pf3D7_11_v3,28623,30149,-,PF3D7_1100100,NA,Pf3D7_11_v3,24160,31598,+,antisense
TCONS_00003263,Pf3D7_11_v3,56942,57492,-,PF3D7_1100700,NA,Pf3D7_11_v3,56792,57840,+,antisense
bowtie_circ_001383,Pf3D7_11_v3,128879,129043,+,PF3D7_1102700,NA,Pf3D7_11_v3,128789,129064,+,sense
bowtie_circ_004088,Pf3D7_11_v3,172534,172642,-,PF3D7_1103800,NA,Pf3D7_11_v3,163985,174100,+,antisense
bowtie_circ_003776,Pf3D7_11_v3,182839,183261,-,PF3D7_1104200,NA,Pf3D7_11_v3,182383,187223,-,sense
bowtie_circ_002852,Pf3D7_11_v3,186706,186855,-,PF3D7_1104200,NA,Pf3D7_11_v3,182383,187223,-,sense
bowtie_circ_000063,Pf3D7_11_v3,191488,191593,-,PF3D7_1104300,NA,Pf3D7_11_v3,190800,194358,-,sense
bowtie_circ_003321,Pf3D7_11_v3,197420,197643,-,PF3D7_1104400,NA,Pf3D7_11_v3,196767,198355,+,antisense
bowtie_circ_000908,Pf3D7_11_v3,204852,205772,-,PF3D7_1104700,NA,Pf3D7_11_v3,204593,205794,-,sense
bowtie_circ_001945,Pf3D7_11_v3,221831,222101,-,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,sense
bowtie_circ_000815,Pf3D7_11_v3,221840,222020,+,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,antisense
bowtie_circ_003884,Pf3D7_11_v3,221914,222022,-,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,sense
bowtie_circ_005737,Pf3D7_11_v3,221993,222101,-,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,sense
bowtie_circ_003903,Pf3D7_11_v3,222005,222107,-,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,sense
bowtie_circ_000213,Pf3D7_11_v3,222005,222116,-,PF3D7_1105000,NA,Pf3D7_11_v3,221818,222129,-,sense
bowtie_circ_001779,Pf3D7_11_v3,226198,226306,-,PF3D7_1105100,NA,Pf3D7_11_v3,226065,226418,+,antisense
Pf3D7lncRNA_1354,Pf3D7_11_v3,230106,230734,+,PF3D7_1105200,NA,Pf3D7_11_v3,228159,231014,-,antisense
bowtie_circ_005401,Pf3D7_11_v3,235878,235982,-,PF3D7_1105400,NA,Pf3D7_11_v3,235597,237097,-,sense
bowtie_circ_003510,Pf3D7_11_v3,251655,251939,+,PF3D7_1105800,NA,Pf3D7_11_v3,250918,252872,+,sense
bowtie_circ_001581,Pf3D7_11_v3,251655,252248,+,PF3D7_1105800,NA,Pf3D7_11_v3,250918,252872,+,sense
bowtie_circ_001684,Pf3D7_11_v3,251655,252481,+,PF3D7_1105800,NA,Pf3D7_11_v3,250918,252872,+,sense
bowtie_circ_002804,Pf3D7_11_v3,298873,299352,+,PF3D7_1107200,NA,Pf3D7_11_v3,297823,300734,+,sense
bowtie_circ_000754,Pf3D7_11_v3,331363,331477,+,PF3D7_1107800,NA,Pf3D7_11_v3,329867,335601,-,antisense
bowtie_circ_001625,Pf3D7_11_v3,353243,353363,+,PF3D7_1108000,NA,Pf3D7_11_v3,352556,354262,+,sense
bowtie_circ_003473,Pf3D7_11_v3,397527,397674,-,PF3D7_1109900,NA,Pf3D7_11_v3,397124,397775,+,antisense
bowtie_circ_004240,Pf3D7_11_v3,414815,414941,+,PF3D7_1110400,NA,Pf3D7_11_v3,414797,419556,+,sense
bowtie_circ_000053,Pf3D7_11_v3,416108,416277,-,PF3D7_1110400,NA,Pf3D7_11_v3,414797,419556,+,antisense
bowtie_circ_003980,Pf3D7_11_v3,418153,418384,+,PF3D7_1110400,NA,Pf3D7_11_v3,414797,419556,+,sense
bowtie_circ_002115,Pf3D7_11_v3,432747,432883,-,PF3D7_1110900,NA,Pf3D7_11_v3,431906,433645,-,sense
Pf3D7lncRNA_1375,Pf3D7_11_v3,434924,435326,-,PF3D7_1111000,NA,Pf3D7_11_v3,434802,436541,+,antisense
Pf3D7lncRNA_1377,Pf3D7_11_v3,458064,459197,-,PF3D7_1111900,NA,Pf3D7_11_v3,457936,459197,+,antisense
bowtie_circ_000585,Pf3D7_11_v3,459970,460325,+,PF3D7_1112000,NA,Pf3D7_11_v3,459776,460620,+,sense
bowtie_circ_001978,Pf3D7_11_v3,465836,465980,+,PF3D7_1112100,NA,Pf3D7_11_v3,462290,469672,+,sense
Pf3D7lncRNA_1379,Pf3D7_11_v3,483640,484420,-,PF3D7_1112700,NA,Pf3D7_11_v3,481851,485831,+,antisense
bowtie_circ_005145,Pf3D7_11_v3,521147,521276,-,PF3D7_1113400,NA,Pf3D7_11_v3,521122,522824,-,sense
Pf3D7lncRNA_1381,Pf3D7_11_v3,531422,532119,+,PF3D7_1113800,NA,Pf3D7_11_v3,531177,533285,-,antisense
bowtie_circ_002290,Pf3D7_11_v3,542598,543599,-,PF3D7_1114200,NA,Pf3D7_11_v3,542330,544765,-,sense
bowtie_circ_001388,Pf3D7_11_v3,543076,543599,-,PF3D7_1114200,NA,Pf3D7_11_v3,542330,544765,-,sense
bowtie_circ_001932,Pf3D7_11_v3,604312,604417,-,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,sense
bowtie_circ_001733,Pf3D7_11_v3,605123,605240,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_004371,Pf3D7_11_v3,605123,605357,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_000800,Pf3D7_11_v3,605123,605669,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_001530,Pf3D7_11_v3,605630,605786,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_002107,Pf3D7_11_v3,605669,605786,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_005020,Pf3D7_11_v3,605825,605942,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_001560,Pf3D7_11_v3,606170,606290,+,PF3D7_1116000,NA,Pf3D7_11_v3,602983,606918,-,antisense
bowtie_circ_002467,Pf3D7_11_v3,629062,629162,-,PF3D7_1116600,NA,Pf3D7_11_v3,626709,629432,-,sense
bowtie_circ_001999,Pf3D7_11_v3,630924,631029,-,PF3D7_1116700,NA,Pf3D7_11_v3,630779,632881,-,sense
bowtie_circ_004510,Pf3D7_11_v3,631901,632102,+,PF3D7_1116700,NA,Pf3D7_11_v3,630779,632881,-,antisense
bowtie_circ_002029,Pf3D7_11_v3,632547,632763,-,PF3D7_1116700,NA,Pf3D7_11_v3,630779,632881,-,sense
bowtie_circ_004992,Pf3D7_11_v3,637022,637178,-,PF3D7_1116800,NA,Pf3D7_11_v3,636094,639511,-,sense
bowtie_circ_000242,Pf3D7_11_v3,637208,637367,+,PF3D7_1116800,NA,Pf3D7_11_v3,636094,639511,-,antisense
bowtie_circ_001410,Pf3D7_11_v3,697292,697475,-,PF3D7_1118300,NA,Pf3D7_11_v3,694655,699121,+,antisense
Pf3D7lncRNA_1397,Pf3D7_11_v3,709224,709981,+,PF3D7_1118700,NA,Pf3D7_11_v3,708526,712863,-,antisense
bowtie_circ_003569,Pf3D7_11_v3,723061,723184,-,PF3D7_1119200,NA,Pf3D7_11_v3,722717,723289,-,sense
bowtie_circ_000100,Pf3D7_11_v3,723085,723219,-,PF3D7_1119200,NA,Pf3D7_11_v3,722717,723289,-,sense
bowtie_circ_003954,Pf3D7_11_v3,725353,725549,-,PF3D7_1119300,NA,Pf3D7_11_v3,724855,725739,-,sense
bowtie_circ_001446,Pf3D7_11_v3,750009,750114,+,PF3D7_1119900,NA,Pf3D7_11_v3,749152,754401,+,sense
Pf3D7lncRNA_1403,Pf3D7_11_v3,762177,762804,-,PF3D7_1120100,NA,Pf3D7_11_v3,761695,762818,+,antisense
bowtie_circ_001992,Pf3D7_11_v3,762354,762633,+,PF3D7_1120100,NA,Pf3D7_11_v3,761695,762818,+,sense
bowtie_circ_003287,Pf3D7_11_v3,772919,773034,-,PF3D7_1120500,NA,Pf3D7_11_v3,772539,775042,+,antisense
bowtie_circ_003229,Pf3D7_11_v3,773065,773223,+,PF3D7_1120500,NA,Pf3D7_11_v3,772539,775042,+,sense
Pf3D7lncRNA_1405,Pf3D7_11_v3,783123,783630,+,PF3D7_1120600,NA,Pf3D7_11_v3,775233,783639,-,antisense
bowtie_circ_005327,Pf3D7_11_v3,786772,786886,-,PF3D7_1120700,NA,Pf3D7_11_v3,784592,788350,-,sense
bowtie_circ_003401,Pf3D7_11_v3,815567,815887,-,PF3D7_1121600,NA,Pf3D7_11_v3,815386,816322,-,sense
bowtie_circ_002554,Pf3D7_11_v3,903270,903370,-,PF3D7_1123000,NA,Pf3D7_11_v3,895967,903370,-,sense
bowtie_circ_001529,Pf3D7_11_v3,914161,914318,+,PF3D7_1123100,NA,Pf3D7_11_v3,909366,916324,+,sense
bowtie_circ_001622,Pf3D7_11_v3,914191,914318,+,PF3D7_1123100,NA,Pf3D7_11_v3,909366,916324,+,sense
bowtie_circ_003170,Pf3D7_11_v3,914678,914807,+,PF3D7_1123100,NA,Pf3D7_11_v3,909366,916324,+,sense
bowtie_circ_002126,Pf3D7_11_v3,922033,922159,+,PF3D7_1123300,NA,Pf3D7_11_v3,921823,923892,+,sense
bowtie_circ_004399,Pf3D7_11_v3,932157,932433,-,PF3D7_1123500,NA,Pf3D7_11_v3,929354,933364,-,sense
bowtie_circ_000900,Pf3D7_11_v3,941789,941913,+,PF3D7_1123800,NA,Pf3D7_11_v3,940527,944333,+,sense
bowtie_circ_000711,Pf3D7_11_v3,977274,977775,-,PF3D7_1124800,NA,Pf3D7_11_v3,976880,977936,-,sense
bowtie_circ_000595,Pf3D7_11_v3,977274,977926,-,PF3D7_1124800,NA,Pf3D7_11_v3,976880,977936,-,sense
bowtie_circ_004793,Pf3D7_11_v3,982212,982756,-,PF3D7_1124900,NA,Pf3D7_11_v3,981945,983086,+,antisense
bowtie_circ_002514,Pf3D7_11_v3,982656,982756,-,PF3D7_1124900,NA,Pf3D7_11_v3,981945,983086,+,antisense
Pf3D7lncRNA_1421,Pf3D7_11_v3,1003239,1003546,+,PF3D7_1125600,NA,Pf3D7_11_v3,1003226,1003694,-,antisense
bowtie_circ_000500,Pf3D7_11_v3,1016616,1016817,-,PF3D7_1126000,NA,Pf3D7_11_v3,1014334,1017375,-,sense
bowtie_circ_000776,Pf3D7_11_v3,1043630,1044466,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_003635,Pf3D7_11_v3,1043956,1044152,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_002599,Pf3D7_11_v3,1044565,1045832,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_005723,Pf3D7_11_v3,1044723,1045832,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_003058,Pf3D7_11_v3,1044934,1045334,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_002939,Pf3D7_11_v3,1044934,1045832,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_005644,Pf3D7_11_v3,1045262,1045832,-,PF3D7_1126700,NA,Pf3D7_11_v3,1040790,1046087,-,sense
bowtie_circ_001517,Pf3D7_11_v3,1064272,1064394,-,PF3D7_1127300,NA,Pf3D7_11_v3,1063670,1064551,-,sense
Pf3D7lncRNA_1433,Pf3D7_11_v3,1075543,1075920,+,PF3D7_1127700,NA,Pf3D7_11_v3,1074626,1076405,-,antisense
bowtie_circ_001605,Pf3D7_11_v3,1087365,1087527,+,PF3D7_1128000,NA,Pf3D7_11_v3,1087314,1093105,+,sense
bowtie_circ_002374,Pf3D7_11_v3,1087527,1087719,+,PF3D7_1128000,NA,Pf3D7_11_v3,1087314,1093105,+,sense
bowtie_circ_002931,Pf3D7_11_v3,1119315,1119973,+,PF3D7_1128900,NA,Pf3D7_11_v3,1118249,1120685,+,sense
bowtie_circ_000182,Pf3D7_11_v3,1119691,1119871,-,PF3D7_1128900,NA,Pf3D7_11_v3,1118249,1120685,+,antisense
bowtie_circ_003343,Pf3D7_11_v3,1122478,1122598,+,PF3D7_1129000,NA,Pf3D7_11_v3,1121930,1123377,+,sense
bowtie_circ_003252,Pf3D7_11_v3,1133065,1133214,-,PF3D7_1129300,NA,Pf3D7_11_v3,1131294,1136834,-,sense
Pf3D7lncRNA_1439,Pf3D7_11_v3,1142707,1143640,-,PF3D7_1129500,NA,Pf3D7_11_v3,1141486,1143910,+,antisense
bowtie_circ_004607,Pf3D7_11_v3,1174736,1175181,+,PF3D7_1130500,NA,Pf3D7_11_v3,1171680,1175724,+,sense
TCONS_00003452,Pf3D7_11_v3,1188368,1189558,-,PF3D7_1130800,NA,Pf3D7_11_v3,1187604,1189562,+,antisense
bowtie_circ_004838,Pf3D7_11_v3,1200147,1200886,+,PF3D7_1131200,NA,Pf3D7_11_v3,1199253,1201805,+,sense
TCONS_00005415,Pf3D7_11_v3,1234070,1235418,+,PF3D7_1131900,NA,Pf3D7_11_v3,1234061,1236391,-,antisense
bowtie_circ_002552,Pf3D7_11_v3,1249394,1249565,-,PF3D7_1132200,NA,Pf3D7_11_v3,1248310,1250232,-,sense
bowtie_circ_004067,Pf3D7_11_v3,1320291,1320450,+,PF3D7_1134000,NA,Pf3D7_11_v3,1320114,1322105,+,sense
Pf3D7lncRNA_1467,Pf3D7_11_v3,1378701,1379026,+,PF3D7_1135200,NA,Pf3D7_11_v3,1378290,1379852,-,antisense
bowtie_circ_004225,Pf3D7_11_v3,1398635,1399143,-,PF3D7_1135900,NA,Pf3D7_11_v3,1398486,1400601,-,sense
bowtie_circ_003332,Pf3D7_11_v3,1398635,1399694,-,PF3D7_1135900,NA,Pf3D7_11_v3,1398486,1400601,-,sense
bowtie_circ_001209,Pf3D7_11_v3,1399085,1399694,-,PF3D7_1135900,NA,Pf3D7_11_v3,1398486,1400601,-,sense
bowtie_circ_001111,Pf3D7_11_v3,1399571,1400103,-,PF3D7_1135900,NA,Pf3D7_11_v3,1398486,1400601,-,sense
Pf3D7lncRNA_1470,Pf3D7_11_v3,1415845,1416434,-,PF3D7_1136100,NA,Pf3D7_11_v3,1415406,1417214,+,antisense
bowtie_circ_004765,Pf3D7_11_v3,1433736,1434271,-,PF3D7_1136500,NA,Pf3D7_11_v3,1431881,1435170,-,sense
bowtie_circ_002987,Pf3D7_11_v3,1434198,1434753,-,PF3D7_1136500,NA,Pf3D7_11_v3,1431881,1435170,-,sense
bowtie_circ_004702,Pf3D7_11_v3,1434387,1434953,-,PF3D7_1136500,NA,Pf3D7_11_v3,1431881,1435170,-,sense
bowtie_circ_005410,Pf3D7_11_v3,1443397,1443510,+,PF3D7_1136600,NA,Pf3D7_11_v3,1441503,1445471,+,sense
bowtie_circ_004809,Pf3D7_11_v3,1447233,1447750,+,PF3D7_1136700,NA,Pf3D7_11_v3,1446489,1448505,+,sense
Pf3D7lncRNA_1483,Pf3D7_11_v3,1476014,1476825,+,PF3D7_1137600,NA,Pf3D7_11_v3,1474667,1476838,-,antisense
